review,sentiment
"My next home Best staff friends aff
Food is sikeee
Manager is fuckin killer lit man
Raids happen but not in hashtag the best reason to visit
",1
happy,1
The Ice cream wasnt even cold it was warm,0
on time,1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Appealing ambience Reasonable rates collage friendly and one of the best eat out near jc campus limited options with good tast and appearance ,1
too cold not good wont prefer again delivery guy was also rude,0
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
too bad taste,0
order not delivered,0
"Nice food
Really liked the cool and calm ambience Seating space is a bit small Is located in front of the IIM Bangalore gate Easy to locate",1
Great food,1
Ur food was delivered cold for me,0
Place is good with new concept You can play childhood games and even video games Food was good I ordered pizza stuffed mushrooms and ice tea,1
the food wasnt good,0
"Nice food
Really liked the cool and calm ambience Seating space is a bit small Is located in front of the IIM Bangalore gate Easy to locate",1
"We tried the cheesy scrambled eggs with wedges  They were really good Perfectly cooked eggs
The seating is also quite good for a meeting",1
waste of money,0
the choco lava cake was cold very disappointing,0
Small place but still the ambience was fabulous I havent tried any food but different coffees and cookies A perfect place for break time,1
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
"Must visit place if you love burgers 
Super cool quiet place
Food  Super
Ambiance  Simple but cool
Price  Value for money for mid range segment",1
bad quality,0
Moderately good super expensive food Even 2 extra olives in a burger is charged 15 bucks Missed subway,0
Good place good ambience good food cool and calm nice place to hangout with friends Tummy filling food so make sure with a good appetite,1
Items missing in the order Poor quality Worst experience,0
Worst restaurant 2rs bun coupled with 2 tomatoes and 2 cucumber and theyll charge you 130 Avoid at any cost even if youre extremely hungry,0
it got delieverd very late because food was totally cold  nachos n burger was spoiled totally,0
order not delivered,0
superb food,1
too late,0
Just crust All the way,0
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Our door seating available Good food  Met expectations,1
food was good bt late service,0
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
very good quality and quantity you can go for this restaurant,1
Pepsi I got the small sizeand I had ordered for the medium size,0
Nice Ambience A Good place to hang out with friends Feels like sitting at a your own garden and enjoy a delicious treat Must to visit,1
,1
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
awesome food and great delivery,1
yummy foood,1
Worst restaurant 2rs bun coupled with 2 tomatoes and 2 cucumber and theyll charge you 130 Avoid at any cost even if youre extremely hungry,0
ordered medium but received small,0
order not delivered,0
Always a welcoming place with the most amazing burgers in town I have tried some 45 burgers already and all taste great Highly recommend ,1
order not delivered,0
Just crust All the way,0
The food and the music was really tastybut the quantity good have been a bit morethe staffs were cordial will surely visit again in near future,1
no fries,0
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
nice,1
worst,0
Excellent tea cheese omlette a must try Dont forget the masala maggi,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
"Reasonable rates and good food  the salsa sauce served with Nachos is damn yuummm
The staff is too CoOperative
Recommend for short eats ",1
Amazing place  beautiful interior  quick service and most importantly delicious food  Just loved this place  the manager is very helpful ,1
Extremely bad food,0
Nice place for birthday party hanging out chatting with friends celebrating birthdays food tasty food all types of foods place is good and nearby too,0
smallest medium pizza i have ever seen terrible taste,0
Good pizza,1
I ordered 2 cups of ginger tea and got 2 cups of black tea,0
I opted for extra veg but no veg only n its not hot,0
pizza was not baked properly,0
"Great food relaxed ambiance perfect place to unwind with friends
Service was exceptional ",1
"Overpriced
Doesnt give you an authentic bill and on explains the 20 tax as food tax
Poor Service",0
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
bad coffee,0
When I call for delivery they were behaved like non professionals,0
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
Most wanted place in ORR Good place for hangouts Ambience is simple and neat Loved the food pepper chicken Overall everything here is great,1
I have ordered one pizza and they send me one pizza its not at all worth,0
taste and even the packing of the food is good,1
I loved the sandwich,1
Very good sheesha and the pasta creamy garlic too cheesy its Soo yummy the fish grilled cheese fish ufff Soo yummy food addicted to this place,1
